Gender,Height,Weight,Mother_Height,Father_Height
Male,66.1353914165956,75.4612972483485,62.75265814036837,64.82642341486866,
Male,64.9391154197026,74.33474700947971,60.7693125709407,65.7700222686816,
Male,66.4556021398344,85.71747894054083,63.10718245986737,65.29835173866168,
Male,73.7812744801257,100.35273751720278,70.22867857134692,75.01381293481515,
Male,64.5062104482427,74.61605029621066,57.5743489233984,63.494492634136726,
Male,63.5463697191554,68.1960415026774,56.40517198431796,61.354654756436695,
Male,71.464130247868,93.70795986911439,64.87278234799246,69.26764443575895,
Male,68.2777867627378,88.5365907995036,62.60598320122876,68.20248983162786,
Male,70.4521407449342,85.3201278087458,66.0944379811872,71.42324347752167,
Male,67.2778472839007,70.94920148769155,59.63846283567297,66.24401458228297,
Male,71.4059647136753,98.39466949828046,64.81236239614127,69.12816422825881,
Male,68.5411160545877,91.22138467376885,64.41349622240175,66.72261030378465,
Male,70.7731514183424,94.44854381253724,63.804537482033425,68.9232908582037,
Male,70.3041632689917,89.28280475356108,64.1704582702021,73.08207702950159,
Male,67.121503053709,75.83673920397376,61.77822697590021,69.23835603349089,
Male,62.5322532839863,76.27300354673234,57.168135176492065,64.01083709033912,
Male,75.3912922303323,99.15734185265494,67.71038399503063,76.77711156608902,
Male,69.7938878917517,82.42818664132484,64.25519965015248,69.18855313208499,
Male,63.618717286078,73.78806734332663,56.67033420773544,63.158856087270976,
Male,71.4351749033072,96.76830727066798,67.12695595109227,71.67348873875865,
Male,70.6987899471723,86.17589331292803,65.63610023316264,71.67660804752516,
Male,74.4081878556543,102.8297703939119,68.49723775528895,72.89710890850951,
Male,67.4298541805405,79.43501157310806,62.70793156940086,70.44082085349595,
Male,67.7282199001928,83.67341335462196,61.59611739281976,70.31990666703251,
Male,70.605761010108,89.51241098917457,64.79800384286055,73.3962697131795,
Male,69.9241467518784,84.3075957006528,63.00426926999933,71.52449795707311,
Male,76.0123000122601,106.79277791077986,68.45488492037356,78.28009814870956,
Male,69.5686723852038,91.03775220057814,62.59236113789946,70.6696827341302,
Male,65.4409223111664,65.37713432334436,58.474895843532316,64.32282789453836,
Male,70.5185150906246,90.52264830291183,65.73041526875755,68.51860030507879,
Male,69.8895585817577,92.31428475061648,63.57588266942678,72.62339720912685,
Male,62.6199652024419,69.33288650862907,57.04225400588307,60.84252068053298,
Male,71.6067398889196,95.23841850923947,64.333017800101,73.9720256193124,
Male,65.665958564131,74.48690020854934,58.4883519557172,64.72278364474258,
Male,69.6002826442675,80.10202869194475,65.98367696144769,67.20339623367778,
Male,69.553614036104,92.44708036292381,66.259215679622,72.20442163383734,
Male,66.6209260032382,80.66800572198734,62.55892264664175,65.06021588407489,
Male,67.2032664163271,84.12045404728191,60.216705051186864,66.2361281848064,
Male,68.3172449023022,81.3611853227647,64.3262926125879,70.40275000415919,
Male,67.7174274900004,83.88358693056938,60.78013988919342,65.3473880086367,
Male,69.3547795615889,91.77627439794057,62.583511647121334,70.24260962238456,
Male,63.3099692849417,71.21555137846073,59.04036127577328,62.21701092356935,
Male,73.1411550985637,87.96329770143856,65.81260170169323,75.506117231,
Male,72.1327778674956,83.52769167779448,64.77943275040519,74.67068677897521,
Male,72.3415887742695,93.3037025414106,67.66220983034987,74.91856429107031,
Male,65.7260320477284,76.963340668078,60.555965301409856,64.15780527017237,
Male,63.0097830848321,67.08708235738807,59.09642985738341,62.255051721180386,
Male,68.0302155969993,85.89292491681726,64.79799045940868,68.31789210589707,
Male,65.8344196799245,72.26587604434054,62.494894077927114,66.63381929589404,
Male,67.3270648124962,85.43483594966666,63.75602681236795,67.43647407763166,
Male,69.6397087490569,89.6280614793033,64.58249472908389,72.43156232760897,
Male,67.9333838365102,83.64668299694176,63.61856463155999,68.07282843767327,
Male,76.4345587137262,103.81495756931838,71.16615592835782,77.07596514285416,
Male,69.6031034024769,86.09931159360916,62.205702077822586,67.2800110467981,
Male,67.0348505611985,75.7699277873286,63.833656217155585,67.28732341645572,
Male,66.6532337437077,72.64159584811416,61.97167635231157,68.63770161381282,
Male,72.8110316092765,94.73216597955917,66.28488175116334,71.33017902648862,
Male,70.6614443891591,92.46236670073966,66.5916369923502,72.98345075252435,
Male,72.9871714255633,93.7254424475328,69.20695402231698,72.23340024605666,
Male,69.0160671628343,89.25053435323362,64.16186887915461,71.46100712300742,
Male,68.2876370331869,80.93559887251583,61.93865512061097,67.14875224191942,
Male,69.8445640844681,90.09710514662592,62.46379392667664,69.90605939805893,
Male,76.4929339594115,103.02856753965816,70.81520929088668,76.09830435016485,
Male,66.0755368151504,82.74788252430035,60.06097934833633,65.52441973796059,
Male,66.8618612870774,79.7402377593053,62.394143296864705,64.87809636666508,
Male,69.5273197188296,85.74130183816148,64.15852615277497,71.81442691182585,
Male,68.5617507293083,78.10643940585162,65.61488702591357,69.62766157586526,
Male,70.9165517924984,87.0367148533534,65.04496330747513,71.64642869636502,
Male,68.6999956299772,94.37807064100126,62.8654308364346,68.97580296355008,
Male,71.2803302309239,98.83932944390072,63.921273289234776,70.93787645473931,
Male,64.7262559397982,65.0213089294609,57.632252556080886,62.530998531507166,
Male,70.2428661701033,87.45077428951481,65.10851289370716,73.01554178841533,
Male,65.2989151495077,73.8530672065292,61.53810504765199,63.93738253908701,
Male,68.8900949391591,88.30594130269334,65.46325322653952,70.39931006102823,
Male,69.8611969523225,81.49347109510713,66.57098112866672,69.92385423184577,
Male,67.7876938262705,86.41235845079832,64.31201152439152,70.24834225202667,
Male,68.9971098556648,84.65628489277645,62.793902691062705,69.03046562380842,
Male,69.0545697565698,82.26360444071594,62.72838551840186,71.30962326548122,
Male,66.577986705883,73.11988795869512,62.20440292142532,67.52332340367985,
Male,74.216430944514,108.21319436195252,70.94378462836688,73.19623249494434,
Male,67.8789538779499,74.26409284281036,60.17854360825229,69.5334734636665,
Male,67.0912186560557,82.04604963583357,61.60702191128766,66.90842194430087,
Male,70.5318761057351,88.00114487012956,66.14087809275155,72.47607479894106,
Male,77.1608008945486,103.73980200716635,72.80244747290334,75.71165559703725,
Male,74.0702062076238,99.07519052874376,66.60538399327531,71.98844981938792,
Male,66.2029636090014,74.67687564508428,59.60321210212611,66.47847902528987,
Male,72.6769610901306,98.68411751990939,67.01851371581176,71.33260999058795,
Male,63.8506783939551,68.94446967636354,60.677987825365946,65.92649958218199,
Male,68.8743961941656,83.20625385166811,61.31775663407872,67.64316642155588,
Male,66.9234367580027,78.75910994386919,63.331206996428655,67.20356515669121,
Male,69.6114032550123,77.24499247476226,65.70434093790661,71.3007644934121,
Male,61.121828632923,69.304834278232,54.56341352458071,60.83593096063313,
Male,68.5813735185472,82.17592951059977,62.068733254016195,67.51676144877091,
Male,71.1207533229965,89.51431101813492,66.70182514403568,71.30791417534986,
Male,69.5495105694549,90.352720822203,66.29486270089461,68.45768981880191,
Male,69.3718433314283,78.66653749321023,64.99990566849507,67.75475895839195,
Male,67.2599528243859,84.51362304060947,62.06220625806787,67.49615104194052,
Male,67.924633636526,73.33259414352587,62.88751924011766,66.39881543923234,
Male,69.031062851652,77.25130894266242,63.9342867281179,66.62533359047269,
Male,71.4716748983661,89.1494071243048,67.77401086117713,73.27972793037374,
Male,68.9823807296095,80.8674746838699,65.45162612976871,69.65393750065013,
Male,73.1879491114706,92.57985854362391,68.38660846770401,71.18971272563607,
Male,66.1112291402564,87.43692540153485,59.83903168403961,64.08356013814247,
Male,69.1954412203952,84.24527753265457,65.2041526821201,68.94440963691102,
Male,64.366676724607,73.7064694409406,58.79083331663293,62.00890881032949,
Male,67.6529454789154,85.67893143748228,61.343362287954484,68.4537339036867,
Male,68.230150312392,82.72738906526654,64.01968817224457,66.81314723917366,
Male,68.8584572194312,85.00091174958624,62.05369820055769,70.22522806553054,
Male,67.5561832236562,91.07206161436922,63.088887264454215,67.79759393320072,
Male,69.5697796657481,82.9142789748887,64.3175241903097,67.27663150690839,
Male,68.4156512567171,77.70993313452124,61.42804207474336,66.365908158587,
Male,70.0268418933568,84.53081644563528,63.142667965767835,70.12907551740999,
Male,67.6666640962661,87.58029038799667,61.81963638853169,65.54546921138687,
Male,69.1569821008043,93.67363817759394,62.83535286764927,71.88584524272176,
Male,72.5488519758884,92.36384296475298,68.81909903563638,74.93744883443722,
Male,72.837684879727,96.25405471833868,68.85997285396867,75.47993042974551,
Male,71.7386947669324,84.29672651639373,67.763896652411,72.64005417634195,
Male,66.9466142031627,82.72144459675751,62.07132633454179,65.3805052409753,
Male,67.1994321067045,78.69304075354658,62.94045429557054,64.8604309470323,
Male,67.8142858982252,87.11977885821084,62.47918735339771,69.67561460740237,
Male,73.7216132391354,95.35569808177203,67.34975448233364,71.66903081112791,
Male,68.2753597268864,79.91341619391193,64.77626252528299,66.99449378668186,
Male,66.1980089454775,75.26602988098027,62.37216010211628,64.2825527899186,
Male,71.7697616639065,90.88008196716396,68.22703969636694,74.00281520164273,
Male,72.0032804408459,94.1394456549208,66.37243504223626,74.39587034265881,
Male,67.1884505190303,77.06111814591118,63.15880148096768,68.70419808611284,
Male,70.4751258360072,87.93214585439321,67.25120357460345,72.00929414570115,
Male,69.6791496982697,92.22297024125518,64.73266822437053,71.34533347472708,
Male,71.6296782559616,91.40051747686013,64.94978949069716,72.02770470563992,
Male,70.4488743514707,93.66663196385585,66.23114444876653,68.55455378488595,
Male,67.1809386261221,77.03328165169557,60.178753353777566,65.8044783694009,
Male,71.9102260205694,89.84697060719992,66.06841084412811,70.63310295841141,
Male,70.6278697921492,84.02654661655558,63.01284605881358,71.85219675813083,
Male,70.9787025892809,93.6771688455076,65.22696518086428,70.61353230694807,
Male,70.9985462096108,88.88545502530216,64.42039115885433,72.85453024582775,
Male,66.510042769778,82.52570115634283,59.632709303325115,69.35785203416667,
Male,69.2955464784272,80.81892232732562,65.49827321642461,69.66417288694457,
Male,70.1237614326212,98.62254676358724,64.53447200060774,68.48501400973997,
Male,66.7541298089417,80.91301670590268,61.82005040122777,66.18047378017651,
Male,63.1785973050145,69.67483063129517,59.911431092949265,62.09765401051164,
Male,71.0929562627261,90.18729698632822,68.10402120238243,73.34021360054373,
Male,71.5072424097625,91.86075219647076,67.55046636460906,69.23798858867512,
Male,69.3856358757495,77.71448365574342,66.44672763105902,71.98774061540595,
Male,71.6202858302892,94.6899237182695,66.27849606625043,72.29809564170303,
Male,67.0683040230582,85.08183618478965,59.71863891150788,66.25116578111538,
Male,69.3813459840736,89.48528489024658,62.42196201813514,70.5977701900423,
Male,71.859848860773,89.06337876169319,66.23254571213648,69.98316242144931,
Male,71.7617473109073,91.31522308486464,64.24137759596105,70.29764858107183,
Male,70.5550039573969,87.20793600050395,67.42679324299354,70.39933127480259,
Male,71.7514225465602,97.9465671980979,68.26713454566111,70.06247294063103,
Male,70.0208093261174,94.62372879509122,62.59811796183303,71.99272512335259,
Male,71.9202218421528,91.90194612162352,66.986354472752,71.89461576952554,
Male,70.8579319787426,84.86949619078014,66.54647561359262,70.7139986881463,
Male,70.8569501677738,89.6875210269686,67.02382007174768,71.68707001496688,
Male,70.2806922973296,84.93904477281129,63.62116657304621,68.2514438862878,
Male,69.2941675737702,85.93906601080755,62.28105076400428,71.7315764265394,
Male,73.6215439658806,93.66321585069888,67.30892346523312,72.03342938032131,
Male,62.9219488933032,65.3946509393949,57.998509773651385,62.33171960586997,
Male,69.515658538578,84.07274965475132,62.60826937939598,67.51964355227095,
Male,71.1121440756254,91.7878427118368,67.2784558466345,70.6834425292175,
Male,67.1025195408383,79.81313328069284,59.79308892443905,67.84878288005692,
Male,69.2076661054548,84.44861269026642,63.648360200151565,66.94464528281708,
Male,68.4655715588414,90.7230070761219,63.42030285273972,70.85456417446503,
Male,70.5325130216882,88.133950401555,67.54073292507935,73.0745028100215,
Male,68.4910721358846,82.19596837938329,60.808594120230595,70.69778360790538,
Male,70.834553554723,89.53392000531576,63.53913432788437,71.9451728489523,
Male,68.2430018377665,84.56007111729252,63.061538011871725,69.2753537189123,
Male,67.1761153618309,79.18764889679763,62.37164393324177,66.71066356408811,
